student_id,name,class,subject,marks
S02135,Henry,12,Math,97
S02136,Charlie,11,Chemistry,37
S02137,Priya,9,Chemistry,76
S02138,Eva,10,Math,69
S02139,Qadir,11,English,78
S02140,Qadir,11,English,97
S02141,Grace,12,Computer,99
S02142,Priya,12,Math,40
S02143,Om,9,Chemistry,70
S02144,Eva,9,English,99
S02145,Riya,11,English,51
S02146,Bob,11,Math,42
S02147,Eva,12,Chemistry,91
S02148,Nisha,10,Science,89
S02149,Riya,10,English,92
S02150,Riya,12,Chemistry,44
S02151,Om,11,English,90
S02152,Ivy,9,Science,50
S02153,Priya,9,Science,92
S02154,Riya,11,Physics,60
S02155,Bob,10,English,85
S02156,Tara,11,Physics,72
S02157,Sanjay,10,Science,83
S02158,Grace,9,Biology,68
S02159,Diana,10,Biology,32
S02160,Grace,12,Biology,95
S02161,Manoj,12,Computer,97
S02162,Qadir,11,Biology,76
S02163,Frank,12,Physics,41
S02164,Jack,9,Math,87
S02165,Priya,12,English,82
S02166,Diana,9,English,38
S02167,Riya,9,English,35
S02168,Ivy,11,Computer,48
S02169,Nisha,9,Math,70
S02170,Karan,12,English,66
S02171,Bob,10,Math,35
S02172,Qadir,12,Chemistry,96
S02173,Liya,11,Computer,73
S02174,Grace,9,English,97
S02175,Nisha,9,Science,82
S02176,Grace,10,Chemistry,41
S02177,Liya,10,Chemistry,51
S02178,Henry,9,English,62
S02179,Frank,12,Chemistry,65
S02180,Sanjay,12,Chemistry,96
S02181,Charlie,9,English,60
S02182,Priya,11,Science,91
S02183,Diana,11,Physics,70
S02184,Henry,12,English,62
S02185,Nisha,11,Computer,60
S02186,Riya,10,English,68
S02187,Frank,12,Chemistry,34
S02188,Riya,12,Chemistry,74
S02189,Priya,12,Biology,45
S02190,Om,9,Math,47
S02191,Priya,9,English,95
S02192,Charlie,12,Math,82
S02193,Jack,10,Physics,59
S02194,Eva,11,English,67
S02195,Bob,9,English,93
S02196,Frank,10,English,79
S02197,Karan,9,Chemistry,49
S02198,Charlie,10,Computer,44
S02199,Henry,11,Chemistry,69
S02200,Manoj,11,Chemistry,39
S02201,Eva,10,Physics,90
S02202,Priya,9,English,39
S02203,Grace,9,Computer,84
S02204,Ivy,10,Chemistry,47
S02205,Charlie,12,Chemistry,84
S02206,Om,11,Math,83
S02207,Tara,11,Chemistry,56
S02208,Eva,10,Science,80
S02209,Tara,11,Physics,49
S02210,Karan,9,Biology,37
S02211,Ivy,11,English,97
S02212,Qadir,9,Math,93
S02213,Jack,10,Science,40
S02214,Liya,12,English,33
S02215,Alice,11,Science,91
S02216,Bob,11,Computer,100
S02217,Diana,9,Chemistry,37
S02218,Eva,9,Computer,32
S02219,Charlie,12,Science,86
S02220,Eva,12,Biology,39
S02221,Liya,10,Math,57
S02222,Frank,10,Computer,75
S02223,Priya,12,Math,68
S02224,Charlie,10,Computer,97
S02225,Ivy,9,Math,53
S02226,Charlie,12,Math,39
S02227,Charlie,9,Computer,45
S02228,Alice,11,English,98
S02229,Alice,10,Computer,47
S02230,Tara,10,Math,61
S02231,Tara,10,Computer,78
S02232,Ivy,12,Biology,98
S02233,Tara,10,Biology,43
S02234,Eva,11,Chemistry,72
S02235,Sanjay,9,Computer,49
S02236,Priya,10,English,50
S02237,Charlie,11,Science,40
S02238,Jack,12,Science,62
S02239,Om,11,Science,50
S02240,Priya,9,English,95
S02241,Tara,12,Science,48
S02242,Priya,9,Physics,45
S02243,Om,11,Computer,34
S02244,Sanjay,11,Science,72
S02245,Karan,11,Chemistry,53
S02246,Nisha,10,Math,60
S02247,Grace,9,Biology,93
S02248,Priya,12,Science,88
S02249,Nisha,12,Science,68
S02250,Ivy,11,Biology,32
S02251,Qadir,9,Physics,74
S02252,Eva,9,Science,96
S02253,Henry,11,Biology,89
S02254,Ivy,9,Science,68
S02255,Diana,12,Physics,93
S02256,Riya,9,Physics,80
S02257,Manoj,12,Biology,63
S02258,Charlie,10,Math,85
S02259,Henry,12,Physics,50
S02260,Bob,9,Math,45
S02261,Alice,12,Computer,95
S02262,Alice,11,English,45
S02263,Charlie,10,Chemistry,46
S02264,Jack,10,Science,36
S02265,Jack,10,Math,76
S02266,Karan,9,Computer,56
S02267,Nisha,9,Physics,37
S02268,Jack,10,Math,94
S02269,Charlie,10,Science,78
S02270,Tara,11,Biology,30
S02271,Priya,12,Math,72
S02272,Bob,10,Chemistry,91
S02273,Sanjay,12,Biology,60
S02274,Henry,11,Science,47
S02275,Frank,11,Computer,41
S02276,Frank,12,English,41
S02277,Grace,10,Physics,57
S02278,Bob,10,Math,98
S02279,Qadir,11,Biology,76
S02280,Grace,9,Science,72
S02281,Riya,9,English,75
S02282,Sanjay,9,Chemistry,42
S02283,Nisha,12,Biology,62
S02284,Priya,10,Chemistry,81
S02285,Tara,11,Biology,71
S02286,Manoj,10,Chemistry,92
S02287,Om,10,Math,80
S02288,Charlie,11,Science,57
S02289,Ivy,10,Math,63
S02290,Alice,9,Computer,78
S02291,Jack,10,English,40
S02292,Tara,10,Computer,84
S02293,Grace,10,Physics,50
S02294,Karan,10,Physics,40
S02295,Sanjay,12,Chemistry,80
S02296,Frank,11,English,72
S02297,Om,12,English,50
S02298,Priya,12,Biology,38
S02299,Bob,9,Math,95
S02300,Tara,10,Math,51
S02301,Qadir,11,Science,39
S02302,Qadir,12,Chemistry,59
S02303,Ivy,10,Computer,79
S02304,Qadir,11,Math,65
S02305,Jack,11,Physics,44
S02306,Frank,12,Science,55
S02307,Ivy,9,Chemistry,65
S02308,Bob,12,English,84
S02309,Henry,10,Computer,68
S02310,Henry,12,Math,56
S02311,Eva,12,English,54
S02312,Alice,10,Physics,99
S02313,Liya,10,Physics,78
S02314,Qadir,10,Chemistry,36
S02315,Bob,12,Chemistry,31
S02316,Nisha,12,Chemistry,75
S02317,Henry,9,Chemistry,32
S02318,Karan,9,Chemistry,31
S02319,Riya,10,Chemistry,48
S02320,Liya,11,Science,67
S02321,Riya,9,Computer,62
S02322,Priya,9,Biology,53
S02323,Frank,12,Computer,84
S02324,Diana,10,Computer,71
S02325,Tara,10,Chemistry,34
S02326,Henry,11,Science,68
S02327,Riya,12,Math,41
S02328,Manoj,9,Computer,84
S02329,Frank,12,English,98
S02330,Nisha,11,Biology,99
S02331,Henry,10,English,56
S02332,Manoj,11,Science,85
S02333,Riya,11,Physics,42
S02334,Diana,12,Biology,54
S02335,Charlie,9,Math,67
S02336,Sanjay,11,Computer,54
S02337,Sanjay,10,Math,91
S02338,Frank,12,Biology,42
S02339,Bob,9,Biology,97
S02340,Eva,10,Computer,30
S02341,Manoj,9,Computer,49
S02342,Grace,9,Physics,62
S02343,Alice,11,Computer,50
S02344,Qadir,12,Biology,37
S02345,Sanjay,11,Computer,91
S02346,Om,9,Physics,100
S02347,Diana,12,Computer,86
S02348,Jack,11,Computer,71
S02349,Henry,10,Chemistry,58
S02350,Bob,9,Biology,31
S02351,Sanjay,12,Math,58
S02352,Sanjay,11,English,91
S02353,Eva,10,English,52
S02354,Om,11,Physics,48
S02355,Karan,11,Chemistry,75
S02356,Tara,10,Biology,35
S02357,Sanjay,11,Science,98
S02358,Liya,9,English,38
S02359,Liya,9,Chemistry,73
S02360,Sanjay,11,Chemistry,68
S02361,Eva,11,Biology,44
S02362,Grace,11,Science,98
S02363,Tara,11,Chemistry,44
S02364,Nisha,11,English,66
S02365,Sanjay,12,Science,60
S02366,Eva,9,Computer,74
S02367,Eva,9,Biology,89
S02368,Jack,11,Chemistry,65
S02369,Liya,10,English,92
S02370,Priya,10,Biology,36
S02371,Ivy,11,Science,89
S02372,Om,10,Biology,30
S02373,Bob,12,Science,68
S02374,Ivy,10,Biology,65
S02375,Priya,12,English,33
S02376,Manoj,10,Math,61
S02377,Sanjay,12,Chemistry,93
S02378,Frank,11,Chemistry,99
S02379,Tara,9,Physics,40
S02380,Priya,10,Biology,91
S02381,Tara,11,Biology,59
S02382,Liya,9,Math,37
S02383,Om,9,English,97
S02384,Diana,12,English,35
S02385,Frank,11,Physics,62
S02386,Bob,10,Biology,88
S02387,Jack,10,Science,70
S02388,Om,12,Computer,98
S02389,Jack,9,English,65
S02390,Jack,12,Science,87
S02391,Manoj,11,Computer,56
S02392,Eva,11,Physics,39
S02393,Grace,9,Chemistry,57
S02394,Tara,12,Physics,81
S02395,Riya,12,English,50
S02396,Tara,10,Biology,76
S02397,Alice,11,Chemistry,90
S02398,Charlie,11,Physics,81
S02399,Nisha,12,Chemistry,45
S02400,Grace,9,Computer,81
S02401,Manoj,12,Physics,80
S02402,Jack,11,Computer,87
S02403,Liya,9,Biology,67
S02404,Charlie,10,English,73
S02405,Nisha,10,English,37
S02406,Frank,10,Math,31
S02407,Nisha,10,Physics,41
S02408,Karan,12,Math,41
S02409,Om,12,Math,44
S02410,Priya,11,Computer,70
S02411,Frank,10,Biology,85
S02412,Charlie,9,Chemistry,37
S02413,Tara,9,Physics,42
S02414,Diana,10,Physics,55
S02415,Riya,12,Chemistry,36
S02416,Henry,12,Math,97
S02417,Diana,11,English,38
S02418,Priya,11,Computer,63
S02419,Eva,11,Biology,96
S02420,Grace,11,Physics,83
S02421,Eva,10,Math,45
S02422,Bob,11,Chemistry,40
S02423,Alice,12,Science,54
S02424,Henry,12,English,39
S02425,Priya,9,Computer,47
S02426,Charlie,11,Physics,84
S02427,Karan,11,Computer,66
S02428,Riya,9,Biology,50
S02429,Frank,12,Biology,69
S02430,Eva,9,English,62
S02431,Om,12,Physics,91
S02432,Om,12,Computer,34
S02433,Om,11,Biology,38
S02434,Jack,11,Biology,39
S02435,Frank,10,Math,71
S02436,Henry,10,Computer,31
S02437,Diana,9,Math,64
S02438,Frank,11,Computer,60
S02439,Grace,9,Computer,51
S02440,Karan,9,Chemistry,57
S02441,Charlie,10,Math,73
S02442,Liya,10,Chemistry,31
S02443,Grace,10,Math,99
S02444,Ivy,11,Physics,30
S02445,Bob,12,Science,79
S02446,Henry,11,Science,70
S02447,Jack,11,Computer,88
S02448,Alice,9,English,41
S02449,Liya,12,Computer,72
S02450,Henry,12,Physics,92
S02451,Jack,10,Science,46
S02452,Om,12,Biology,55
S02453,Diana,10,Math,81
S02454,Liya,12,Physics,59
S02455,Grace,11,Biology,57
S02456,Om,11,Physics,92
S02457,Sanjay,10,Biology,77
S02458,Frank,12,Chemistry,68
S02459,Alice,9,English,35
S02460,Charlie,12,English,44
S02461,Qadir,9,Physics,38
S02462,Charlie,9,Computer,31
S02463,Eva,11,Science,59
S02464,Manoj,10,Computer,65
S02465,Manoj,12,Biology,83
S02466,Jack,11,Physics,68
S02467,Charlie,10,Computer,98
S02468,Charlie,9,Science,65
S02469,Charlie,10,Math,45
S02470,Bob,12,Biology,38
S02471,Diana,10,Math,83
S02472,Charlie,10,Science,60
S02473,Om,9,Chemistry,70
S02474,Eva,12,Physics,47
S02475,Jack,9,Biology,86
S02476,Qadir,10,English,90
S02477,Frank,10,English,74
S02478,Om,11,Science,68
S02479,Liya,9,Chemistry,77
S02480,Karan,12,Math,91
S02481,Karan,12,Science,100
S02482,Bob,11,Science,72
S02483,Nisha,11,English,97
S02484,Charlie,10,English,34
S02485,Frank,12,Chemistry,98
S02486,Nisha,12,Science,56
S02487,Riya,10,English,59
S02488,Eva,9,Biology,69
S02489,Karan,11,Chemistry,74
S02490,Alice,11,Chemistry,47
S02491,Grace,10,Science,45
S02492,Nisha,10,Science,70
S02493,Tara,10,Science,77
S02494,Jack,10,Physics,82
S02495,Diana,9,Biology,97
S02496,Qadir,10,English,84
S02497,Tara,9,Computer,60
S02498,Grace,12,Biology,61
S02499,Priya,9,Chemistry,99
S02500,Karan,9,Biology,96
S02501,Qadir,9,Physics,46
S02502,Liya,11,Science,65
S02503,Grace,11,Chemistry,30
S02504,Tara,9,Science,99
S02505,Diana,12,English,64
S02506,Nisha,10,English,73
S02507,Bob,9,Biology,93
S02508,Liya,10,Computer,88
S02509,Liya,12,Computer,67
S02510,Charlie,11,Chemistry,31
S02511,Sanjay,12,Computer,65
S02512,Riya,9,Science,86
S02513,Eva,10,English,54
S02514,Om,12,Science,92
S02515,Frank,12,English,48
S02516,Diana,10,Physics,64
S02517,Charlie,12,Physics,78
S02518,Charlie,12,Physics,47
S02519,Tara,10,Computer,75
S02520,Frank,11,English,41
S02521,Grace,9,Science,90
S02522,Henry,10,Biology,36
S02523,Liya,9,Physics,50
S02524,Ivy,11,Biology,60
S02525,Priya,10,Chemistry,78
S02526,Ivy,9,English,39
S02527,Om,11,Biology,38
S02528,Frank,9,Chemistry,75
S02529,Diana,12,English,86
S02530,Manoj,11,Biology,90
S02531,Liya,10,Computer,41
S02532,Nisha,10,Computer,40
S02533,Manoj,11,Science,35
S02534,Sanjay,10,Chemistry,95
S02535,Qadir,9,English,34
S02536,Priya,9,Math,83
S02537,Tara,11,Computer,80
S02538,Alice,9,Computer,88
S02539,Riya,11,Math,63
S02540,Sanjay,12,Science,75
S02541,Riya,9,Science,72
S02542,Diana,12,Math,70
S02543,Diana,11,Science,81
S02544,Qadir,11,Physics,85
S02545,Riya,12,English,42
S02546,Charlie,12,Science,96
S02547,Diana,12,Science,31
S02548,Om,12,Physics,39
S02549,Sanjay,11,Science,80
S02550,Qadir,11,Chemistry,53
S02551,Ivy,12,Biology,30
S02552,Manoj,12,Math,89
S02553,Henry,11,Biology,65
S02554,Priya,9,Computer,87
S02555,Ivy,9,Chemistry,98
S02556,Karan,9,Science,37
S02557,Qadir,11,English,69
S02558,Om,10,Math,33
S02559,Jack,10,Physics,90
S02560,Alice,9,Biology,98
S02561,Charlie,12,Chemistry,84
S02562,Tara,9,Computer,90
S02563,Karan,11,Math,45
S02564,Ivy,9,Math,33
S02565,Om,11,Physics,55
S02566,Jack,12,Computer,86
S02567,Manoj,12,Math,37
S02568,Ivy,12,English,45
S02569,Tara,9,English,33
S02570,Diana,11,Computer,93
S02571,Ivy,10,English,51
S02572,Manoj,12,Computer,87
S02573,Grace,10,Physics,85
S02574,Qadir,11,Math,40
S02575,Om,10,Biology,43
S02576,Om,9,Science,60
S02577,Riya,12,Physics,89
S02578,Sanjay,10,Physics,63
S02579,Alice,9,English,90
S02580,Diana,12,Math,42
S02581,Tara,12,Computer,80
S02582,Priya,11,Chemistry,97
S02583,Ivy,9,English,61
S02584,Eva,12,Chemistry,45
S02585,Manoj,10,Biology,64
S02586,Priya,10,Physics,62
S02587,Manoj,10,English,70
S02588,Henry,9,Computer,87
S02589,Diana,9,Science,54
S02590,Nisha,10,Biology,75
S02591,Charlie,12,Biology,98
S02592,Frank,10,Chemistry,46
S02593,Bob,10,Science,81
S02594,Charlie,11,Biology,35
S02595,Nisha,12,English,41
S02596,Frank,9,Computer,54
S02597,Henry,9,English,72
S02598,Om,10,Computer,49
S02599,Alice,9,Biology,33
S02600,Jack,11,Computer,49
S02601,Riya,9,Computer,94
S02602,Jack,9,English,57
S02603,Manoj,9,English,50
S02604,Qadir,9,Computer,42
S02605,Jack,10,Computer,53
S02606,Priya,11,Math,39
S02607,Liya,9,Math,54
S02608,Om,10,Math,42
S02609,Henry,9,Computer,81
S02610,Sanjay,9,Science,34
S02611,Riya,9,Chemistry,43
S02612,Charlie,9,English,71
S02613,Ivy,11,Biology,58
S02614,Grace,12,Science,56
S02615,Priya,9,Chemistry,74
S02616,Qadir,12,Computer,65
S02617,Charlie,11,English,71
S02618,Manoj,12,Math,44
S02619,Qadir,12,Physics,33
S02620,Priya,11,Physics,61
S02621,Sanjay,12,Chemistry,79
S02622,Jack,9,Chemistry,100
S02623,Frank,10,Math,43
S02624,Priya,11,Physics,77
S02625,Riya,11,Computer,98
S02626,Liya,12,Science,36
S02627,Karan,10,Math,77
S02628,Priya,9,Science,64
S02629,Grace,9,Physics,32
S02630,Ivy,11,Chemistry,57
S02631,Ivy,11,Physics,92
S02632,Ivy,11,Chemistry,45
S02633,Eva,12,Math,56
S02634,Nisha,11,English,88
S02635,Diana,10,Math,59
S02636,Liya,10,Science,88
S02637,Tara,9,Chemistry,100
S02638,Priya,10,Science,45
S02639,Ivy,11,English,92
S02640,Eva,12,Science,96
S02641,Priya,9,Chemistry,83
S02642,Sanjay,9,Math,54
S02643,Ivy,9,Biology,72
S02644,Jack,12,Math,79
S02645,Jack,12,Chemistry,93
S02646,Priya,9,Physics,96
S02647,Riya,9,Biology,80
S02648,Sanjay,10,Computer,59
S02649,Henry,11,English,53
S02650,Liya,12,English,75
S02651,Riya,9,English,58
S02652,Henry,12,Computer,98
S02653,Karan,9,Science,36
S02654,Priya,10,Science,82
S02655,Frank,10,Physics,93
S02656,Charlie,12,Math,37
S02657,Nisha,10,Computer,49
S02658,Manoj,11,Math,96
S02659,Henry,9,Math,46
S02660,Sanjay,9,Science,54
S02661,Ivy,11,Science,49
S02662,Liya,11,Computer,70
S02663,Frank,12,Biology,76
S02664,Sanjay,11,Biology,49
S02665,Diana,9,Math,74
S02666,Liya,12,Math,85
S02667,Frank,10,Computer,99
S02668,Qadir,10,Physics,51
S02669,Om,9,Math,44
S02670,Frank,11,Chemistry,73
S02671,Bob,10,Physics,63
S02672,Diana,12,English,68
S02673,Henry,10,Science,39
S02674,Qadir,11,Math,30
S02675,Charlie,11,Science,69
S02676,Bob,10,Computer,90
S02677,Jack,10,Math,42
S02678,Ivy,10,English,37
S02679,Eva,9,Biology,99
S02680,Grace,9,Chemistry,84
S02681,Tara,10,Science,57
S02682,Qadir,11,English,79
S02683,Charlie,9,Physics,79
S02684,Manoj,12,Science,38
S02685,Qadir,12,Science,85
S02686,Priya,11,Chemistry,40
S02687,Om,10,Computer,93
S02688,Manoj,9,Physics,55
S02689,Nisha,9,Computer,73
S02690,Diana,9,Science,82
S02691,Frank,12,Chemistry,42
S02692,Manoj,11,Chemistry,67
S02693,Karan,9,Physics,93
S02694,Ivy,9,Science,54
S02695,Bob,11,Math,93
S02696,Nisha,10,Computer,31
S02697,Ivy,10,Biology,87
S02698,Grace,9,Biology,40
S02699,Sanjay,9,Chemistry,89
S02700,Charlie,10,Science,69
S02701,Bob,11,Physics,32
S02702,Om,11,English,59
S02703,Manoj,12,Computer,42
S02704,Priya,12,Math,73
S02705,Priya,12,Physics,81
S02706,Riya,12,English,84
S02707,Frank,11,Physics,90
S02708,Charlie,12,Computer,92
S02709,Alice,12,English,66
S02710,Charlie,9,Math,63
S02711,Bob,12,Chemistry,56
S02712,Grace,9,English,65
S02713,Nisha,11,Biology,86
S02714,Nisha,9,Chemistry,95
S02715,Eva,9,Physics,91
S02716,Manoj,12,Chemistry,64
S02717,Eva,12,Chemistry,98
S02718,Manoj,9,English,69
S02719,Grace,9,Physics,81
S02720,Riya,12,Science,31
S02721,Karan,12,Biology,46
S02722,Diana,10,Chemistry,100
S02723,Riya,10,English,39
S02724,Nisha,11,Computer,89
S02725,Frank,9,Chemistry,87
S02726,Charlie,12,English,90
S02727,Charlie,12,Chemistry,30
S02728,Riya,9,Math,52
S02729,Grace,9,Math,40
S02730,Liya,12,Chemistry,95
S02731,Ivy,9,Computer,97
S02732,Jack,10,English,41
S02733,Manoj,9,Chemistry,32
S02734,Charlie,10,Computer,77
S02735,Jack,9,Science,58
S02736,Frank,11,Science,85
S02737,Priya,12,Science,81
S02738,Karan,9,Physics,41
S02739,Liya,10,Physics,42
S02740,Nisha,12,English,75
S02741,Sanjay,11,Science,83
S02742,Alice,9,Biology,76
S02743,Liya,9,Math,33
S02744,Jack,9,Physics,95
S02745,Om,11,Physics,56
S02746,Tara,9,Math,74
S02747,Qadir,11,Biology,89
S02748,Karan,12,English,49
S02749,Karan,9,Chemistry,69
S02750,Priya,11,Physics,49
S02751,Ivy,9,Chemistry,73
S02752,Frank,10,Chemistry,73
S02753,Frank,12,Physics,40
S02754,Alice,12,Physics,35
S02755,Charlie,11,Math,50
S02756,Charlie,10,Physics,35
S02757,Riya,12,Science,62
S02758,Ivy,12,English,33
S02759,Alice,11,Computer,97
S02760,Tara,12,Biology,76
S02761,Priya,10,Physics,58
S02762,Karan,12,Biology,69
S02763,Henry,11,Physics,77
S02764,Ivy,11,Chemistry,62
S02765,Henry,11,Science,44
S02766,Frank,10,Science,87
S02767,Ivy,9,Math,100
S02768,Qadir,11,Physics,87
S02769,Tara,12,Physics,38
S02770,Ivy,9,Computer,94
S02771,Manoj,12,Math,43
S02772,Bob,11,Physics,63
S02773,Om,9,Computer,73
S02774,Karan,11,Chemistry,58
S02775,Riya,9,Math,99
S02776,Jack,10,Biology,33
S02777,Manoj,10,English,55
S02778,Manoj,12,Science,44
S02779,Karan,11,Biology,54
S02780,Grace,10,English,76
S02781,Manoj,11,Math,70
S02782,Ivy,12,English,43
S02783,Bob,11,English,40
S02784,Grace,11,Science,90
S02785,Tara,10,Physics,39
S02786,Charlie,11,English,48
S02787,Riya,10,Biology,73
S02788,Henry,11,Computer,54
S02789,Diana,9,Computer,89
S02790,Ivy,10,Math,67
S02791,Frank,9,Math,36
S02792,Jack,11,Biology,79
S02793,Jack,10,Computer,43
S02794,Qadir,9,Chemistry,33
S02795,Bob,11,English,64
S02796,Karan,9,Math,83
S02797,Sanjay,9,Computer,57
S02798,Riya,9,Chemistry,39
S02799,Ivy,10,Chemistry,40
S02800,Ivy,9,Computer,57
S02801,Alice,12,Chemistry,57
S02802,Karan,10,English,38
S02803,Qadir,9,Biology,30
S02804,Liya,11,Science,73
S02805,Nisha,10,Biology,63
S02806,Grace,11,Biology,95
S02807,Charlie,12,Science,44
S02808,Tara,9,English,77
S02809,Grace,12,Computer,82
S02810,Qadir,12,Math,80
S02811,Eva,10,Biology,35
S02812,Qadir,9,Physics,83
S02813,Liya,11,Science,67
S02814,Frank,12,Biology,95
S02815,Henry,11,Science,88
S02816,Grace,9,Science,30
S02817,Karan,9,Math,58
S02818,Tara,9,Physics,92
S02819,Priya,11,Physics,66
S02820,Alice,9,English,93
S02821,Karan,11,Math,94
S02822,Alice,11,English,33
S02823,Alice,11,Chemistry,72
S02824,Bob,9,Physics,55
S02825,Manoj,9,Computer,79
S02826,Ivy,10,Computer,38
S02827,Liya,10,English,55
S02828,Charlie,10,Physics,93
S02829,Tara,9,English,57
S02830,Frank,9,Science,42
S02831,Henry,10,English,86
S02832,Riya,9,Science,79
S02833,Qadir,11,Chemistry,32
S02834,Diana,10,Physics,93
S02835,Bob,12,Math,61
S02836,Sanjay,12,Biology,55
S02837,Ivy,11,Computer,55
S02838,Diana,11,Biology,90
S02839,Riya,12,Science,74
S02840,Henry,10,Biology,30
S02841,Henry,11,Chemistry,58
S02842,Diana,10,Chemistry,42
S02843,Priya,9,Computer,62
S02844,Ivy,11,Science,65
S02845,Nisha,12,Biology,55
S02846,Jack,9,Chemistry,36
S02847,Tara,11,Math,59
S02848,Frank,10,Biology,88
S02849,Alice,12,English,61
S02850,Bob,12,Math,86
S02851,Om,9,Computer,44
S02852,Frank,9,Math,45
S02853,Jack,9,Physics,76
S02854,Nisha,9,Computer,34
S02855,Jack,11,Computer,61
S02856,Qadir,9,Math,40
S02857,Henry,11,Chemistry,51
S02858,Jack,10,Chemistry,83
S02859,Manoj,11,Science,56
S02860,Jack,11,Biology,76
S02861,Om,10,Chemistry,60
S02862,Sanjay,11,Science,92
S02863,Nisha,11,Biology,93
S02864,Nisha,9,English,47
S02865,Qadir,10,Computer,87
S02866,Manoj,12,Science,70
S02867,Riya,12,Physics,57
S02868,Manoj,9,Computer,44
S02869,Diana,11,Science,76
S02870,Liya,11,Science,42
S02871,Nisha,12,English,78
S02872,Alice,11,Science,43
S02873,Manoj,12,Math,68
S02874,Frank,12,Chemistry,30
S02875,Sanjay,9,Science,40
S02876,Liya,10,Science,34
S02877,Priya,12,Physics,30
S02878,Diana,10,Math,87
S02879,Bob,12,English,90
S02880,Om,10,Chemistry,30
S02881,Riya,12,Chemistry,98
S02882,Priya,11,Biology,94
S02883,Liya,11,Science,46
S02884,Karan,9,Math,44
S02885,Frank,10,English,74
S02886,Liya,10,Science,67
S02887,Ivy,9,Physics,100
S02888,Om,11,English,33
S02889,Grace,10,Biology,54
S02890,Nisha,11,English,67
S02891,Riya,9,Chemistry,36
S02892,Grace,11,English,64
S02893,Om,12,Biology,94
S02894,Ivy,9,Physics,31
S02895,Om,12,Computer,36
S02896,Riya,12,Chemistry,80
S02897,Liya,10,Chemistry,73
S02898,Qadir,12,Science,88
S02899,Bob,12,Biology,53
S02900,Sanjay,10,Chemistry,86
S02901,Om,10,Physics,55
S02902,Karan,9,Science,88
S02903,Riya,9,Physics,59
S02904,Charlie,11,English,61
S02905,Diana,12,Computer,94
S02906,Priya,11,Physics,70
S02907,Riya,11,Biology,87
S02908,Nisha,11,Chemistry,38
S02909,Karan,12,Physics,50
S02910,Priya,11,Math,55
S02911,Jack,12,English,44
S02912,Grace,10,Physics,87
S02913,Tara,12,Math,59
S02914,Om,12,Math,38
S02915,Jack,9,Physics,58
S02916,Qadir,11,Computer,90
S02917,Liya,11,Chemistry,57
S02918,Sanjay,11,English,81
S02919,Priya,12,Biology,75
S02920,Henry,10,Physics,67
S02921,Priya,12,Science,87
S02922,Eva,10,Biology,87
S02923,Ivy,12,Physics,32
S02924,Om,12,Biology,65
S02925,Eva,12,Biology,77
S02926,Henry,12,English,64
S02927,Manoj,9,Physics,31
S02928,Sanjay,10,Physics,66
S02929,Alice,10,Biology,44
S02930,Tara,11,Physics,99
S02931,Jack,11,English,87
S02932,Sanjay,10,Chemistry,39
S02933,Liya,9,Science,95
S02934,Sanjay,11,English,98
S02935,Om,12,Computer,87
S02936,Henry,11,Chemistry,89
S02937,Tara,9,English,46
S02938,Jack,10,English,83
S02939,Karan,11,English,68
S02940,Diana,12,English,85
S02941,Diana,12,Science,83
S02942,Henry,11,Math,91
S02943,Henry,11,Math,46
S02944,Qadir,9,Chemistry,88
S02945,Diana,12,English,62
S02946,Charlie,10,English,85
S02947,Jack,10,Science,47
S02948,Karan,12,Biology,82
S02949,Grace,10,Science,92
S02950,Alice,9,Physics,36
S02951,Nisha,9,Chemistry,53
S02952,Riya,12,Chemistry,68
S02953,Ivy,12,Physics,56
S02954,Sanjay,11,Computer,85
S02955,Om,9,Physics,32
S02956,Manoj,9,Biology,95
S02957,Jack,12,Biology,82
S02958,Nisha,9,Biology,94
S02959,Tara,9,Physics,71
S02960,Sanjay,11,Biology,34
S02961,Frank,9,Chemistry,83
S02962,Nisha,10,Biology,60
S02963,Grace,9,Math,77
S02964,Alice,11,Biology,35
S02965,Om,12,Computer,98
S02966,Karan,10,English,87
S02967,Karan,12,English,93
S02968,Karan,9,Math,91
S02969,Tara,11,Biology,60
S02970,Bob,10,Chemistry,41
S02971,Liya,10,Biology,50
S02972,Bob,12,Math,60
S02973,Om,10,Physics,64
S02974,Manoj,10,English,49
S02975,Eva,11,Science,54
S02976,Grace,9,English,74
S02977,Liya,12,Biology,87
S02978,Henry,11,Biology,64
S02979,Riya,12,English,57
S02980,Manoj,12,English,93
S02981,Sanjay,12,Biology,43
S02982,Qadir,9,English,35
S02983,Charlie,9,Chemistry,75
S02984,Bob,11,Chemistry,88
S02985,Karan,12,Math,78
S02986,Diana,11,Computer,69
S02987,Qadir,12,Math,72
S02988,Ivy,11,Math,100
S02989,Om,12,Computer,96
S02990,Om,10,English,37
S02991,Ivy,12,Computer,91
S02992,Manoj,10,Math,78
S02993,Karan,9,Science,48
S02994,Ivy,11,Computer,69
S02995,Diana,12,Chemistry,81
S02996,Alice,9,Computer,56
S02997,Frank,11,Math,30
S02998,Alice,10,English,74
S02999,Bob,11,Chemistry,56
S03000,Diana,9,Chemistry,96
S03001,Manoj,10,Biology,44
S03002,Qadir,10,Chemistry,63
S03003,Bob,10,English,67
S03004,Manoj,12,Physics,60
S03005,Charlie,9,Computer,30
S03006,Om,12,Biology,40
S03007,Jack,10,English,40
